鄉鎮市區,交易標的,土地移轉總面積(平方公尺),使用分區或編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
苓雅區,建物,0,住,1050613,土地0建物1車位0,全,5,透天厝,住商用,730726,46.01,2,2,1,有,無,無,7500,163,無,0,0,租賃標的獨立出入
苓雅區,建物,85,住,1050613,土地0建物1車位0,全,3,透天厝,,610627,70.84,0,0,1,有,無,無,30000,423,無,0,0,
左營區,建物,46.98,商,1050601,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,1030327,84.03,2,2,1,有,無,有,18000,214,無,0,0,
左營區,房地(土地+建物),3.35,商,1050601,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,1030327,85.37,2,1,1,有,有,有,18000,211,無,0,0,
左營區,建物,50.07,住,1050601,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,1021227,108,2,1,1,有,有,有,16000,148,無,0,0,
苓雅區,房地(土地+建物),8.7,商,1050526,土地1建物1車位0,十一層,12,辦公商業大樓,,791130,176.63,0,0,0,無,有,無,18000,102,無,0,0,
三民區,房地(土地+建物),94.35,商,1050617,土地1建物1車位0,全,4,透天厝,,681122,264.47,5,2,4,有,無,無,36000,136,無,0,0,
苓雅區,建物,0,商,1050617,土地0建物1車位0,四層,35,住宅大樓(11層含以上有電梯),住家用,860421,166.02,3,2,2,有,有,有,16000,96,無,0,0,
苓雅區,建物,0,商,1050616,土地0建物1車位0,八層,12,辦公商業大樓,,781109,76.07,0,0,0,無,有,無,13000,171,無,0,0,
新興區,建物,0,商,1050614,土地0建物1車位0,八層,10,辦公商業大樓,,651124,92.6,0,0,0,無,有,無,13200,143,無,0,0,
新興區,建物,0,商,1050620,土地0建物1車位0,九層,10,辦公商業大樓,,651124,75.54,0,0,0,無,有,無,6500,86,無,0,0,
三民區,建物,0,商,1050614,土地0建物1車位0,全,3,透天厝,住商用,470917,68.04,0,0,0,無,無,無,33000,485,無,0,0,本租賃標的共同出入
三民區,房地(土地+建物),108,商,1050529,土地1建物1車位0,全,5,透天厝,住商用,960607,45.08,0,0,0,無,無,有,20000,444,無,0,0,
前鎮區,建物,0,住,1050608,土地0建物1車位1,七層,24,辦公商業大樓,住商用,820730,170.42,0,0,0,無,有,無,19999,117,坡道機械,0,0,租金含1個坡道機械車位
鳳山區,房地(土地+建物),90,住,1050618,土地1建物1車位0,全,3,透天厝,住商用,640220,183.33,0,0,0,無,無,無,20000,109,無,0,0,
鳳山區,房地(土地+建物),25,住,1050520,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,660317,82.39,3,2,2,有,無,有,6200,75,無,0,0,
左營區,房地(土地+建物),92,住,1050601,土地1建物1車位0,全,2,透天厝,,650319,111.2,0,0,0,無,無,無,50000,450,無,0,0,含增建或未登記建物。
左營區,房地(土地+建物),17.62,住,1050601,土地1建物1車位0,一層,10,店面(店鋪),住商用,831224,116.8,3,2,3,有,無,無,22000,188,無,0,0,
鳳山區,房地(土地+建物),56,住,1050603,土地1建物1車位0,全,2,透天厝,住商用,630703,77.94,4,2,2,有,無,無,12000,154,無,0,0,
鳳山區,房地(土地+建物),58,商,1050602,土地1建物1車位0,全,2,透天厝,住商用,760923,103.22,3,2,2,有,無,無,13500,131,無,0,0,
左營區,房地(土地+建物),101,住,1050601,土地1建物1車位0,見其它登記事項,5,店面(店鋪),住商用,830825,366.43,5,1,4,有,無,無,50000,136,無,0,0,"105/07/05-105/09/04為免租裝潢期,故租賃期間為105/09/05-111/09/04"
三民區,建物,31.78,,1050615,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),,740215,94.06,3,1,2,有,無,有,11500,122,無,0,0,
新興區,房地(土地+建物),33.48,商,1050610,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),,701104,99.14,3,2,2,有,無,無,12000,121,無,0,0,
三民區,房地(土地+建物),84,住,1050621,土地1建物1車位0,全,4,透天厝,住家用,560820,145.92,4,2,4,有,無,無,28000,192,無,0,0,
三民區,建物,0,住,1050620,土地0建物1車位0,全,3,透天厝,,670503,53.5,0,0,0,無,無,無,10000,187,無,0,0,
三民區,房地(土地+建物),25,住,1050620,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,811228,160.23,5,0,4,有,無,無,23000,144,無,0,0,租賃層次:一層+夾層
鼓山區,房地(土地+建物),24.04,其他,1050622,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,800810,59.14,1,1,1,有,有,有,9000,152,無,0,0,
前金區,房地(土地+建物),189,商,1050621,土地3建物1車位0,全,3,透天厝,住商用,381010,365.37,0,0,0,無,無,無,50000,137,無,0,0,
鼓山區,房地(土地+建物)+車位,0,住,1050608,土地0建物1車位2,二十二層,23,住宅大樓(11層含以上有電梯),住家用,921202,90.2,3,2,2,有,有,有,39000,432,坡道機械,0,0,
左營區,房地(土地+建物),825,住,1050601,土地4建物2車位0,全,4,透天厝,住商用,790903,1010.89,0,0,0,無,無,無,250000,247,無,0,0,
楠梓區,房地(土地+建物)+車位,18.45,住,1050601,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,970917,146.34,3,2,2,有,有,有,17000,116,坡道平面,0,0,
前鎮區,房地(土地+建物),143.17,其他,1050617,土地2建物1車位0,見其它登記事項,12,店面(店鋪),住商用,830809,748.83,0,0,3,有,無,無,60000,80,無,0,0,
小港區,房地(土地+建物),145,住,1050623,土地1建物1車位0,一層,3,店面(店鋪),,671125,83.8,0,0,0,無,無,無,43000,513,無,0,0,只承租一樓
鳥松區,房地(土地+建物),85.56,住,1050616,土地1建物1車位0,全,3,透天厝,住家用,841124,128.24,5,2,6,有,無,無,25000,195,無,0,0,
三民區,房地(土地+建物),86,商,1050618,土地1建物1車位0,全,5,透天厝,住商用,891129,41.95,8,2,4,有,無,有,33000,787,無,0,0,
苓雅區,建物,0,商,1050618,土地0建物1車位0,二十三層,35,住宅大樓(11層含以上有電梯),住家用,860421,122.35,3,2,2,有,有,有,15000,123,無,0,0,
苓雅區,建物,0,商,1050623,土地0建物1車位0,四層,12,辦公商業大樓,,720305,46.07,0,0,0,無,有,無,9000,195,無,0,0,
苓雅區,建物,0,商,1050621,土地0建物1車位0,九層,12,辦公商業大樓,,781109,7.87,0,0,0,無,有,無,2500,318,無,0,0,
苓雅區,建物,0,商,1050621,土地0建物1車位0,八層,12,辦公商業大樓,,781109,44.43,0,0,0,無,有,無,6000,135,無,0,0,
鼓山區,房地(土地+建物)+車位,17.1,商,1050622,土地1建物1車位1,六層,19,住宅大樓(11層含以上有電梯),住家用,841129,228.96,5,2,2,有,有,有,10000,44,坡道平面,0,0,
前鎮區,房地(土地+建物),44,商,1050615,土地2建物1車位0,見其它登記事項,2,店面(店鋪),,600402,67.14,0,0,0,無,無,有,12000,179,無,0,0,
左營區,房地(土地+建物)+車位,18.47,住,1050601,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),住商用,860911,176.18,3,2,2,有,有,有,10000,57,坡道機械,16.67,0,
鼓山區,房地(土地+建物)+車位,9.52,商,1050624,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,950220,92.93,2,1,1,有,有,有,15500,167,坡道機械,12,0,
三民區,房地(土地+建物),2.58,商,1050627,土地1建物1車位0,十層,21,住宅大樓(11層含以上有電梯),住家用,840615,65.37,3,1,1,有,有,有,11000,168,無,0,0,
三民區,房地(土地+建物),108,住,1050624,土地1建物1車位0,全,5,透天厝,,690221,198.65,0,0,0,無,無,無,40000,201,無,0,0,1.租賃層次:承租方只承租1+2+3層
三民區,房地(土地+建物)+車位,60.71,住,1050601,土地1建物3車位3,七層,12,辦公商業大樓,,800301,504.32,0,0,0,無,有,無,48000,95,坡道機械,0,0,
苓雅區,建物,0,,1050620,土地0建物1車位0,全,5,透天厝,,720207,288.43,0,0,0,無,無,有,130000,451,無,0,0,租賃層次:地下一樓到二層
苓雅區,建物,0,商,1050622,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),,781109,45.88,0,0,0,無,有,無,7000,153,無,0,0,
鳳山區,房地(土地+建物),17.21,住,1050615,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,810910,99.18,3,2,2,有,有,無,9500,96,無,0,0,
左營區,房地(土地+建物),5.11,商,1050601,土地1建物1車位0,一層,,住宅大樓(11層含以上有電梯),,,123,1,1,1,有,無,有,55000,447,無,0,0,
楠梓區,房地(土地+建物)+車位,23.67,住,1050601,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,1011123,167.16,3,2,2,有,有,無,16000,96,坡道平面,24.29,0,租金己含車位租金
鳳山區,房地(土地+建物),83,住,1050624,土地1建物1車位0,全,3,透天厝,住商用,690109,133.98,3,2,3,有,無,無,15000,112,無,0,0,
新興區,房地(土地+建物),206,商,1050623,土地1建物1車位0,一層,4,店面(店鋪),,710510,323.57,0,0,0,無,無,無,45000,139,無,0,0,租賃層次為一層(152.11平方公尺)及三層(171.46平方公尺)
岡山區,房地(土地+建物),93,住,1050628,土地1建物1車位0,全,3,透天厝,住商用,640901,119.28,5,2,4,有,無,有,18000,151,無,0,0,
鼓山區,房地(土地+建物),11.48,商,1050626,土地1建物1車位0,十六層,21,住宅大樓(11層含以上有電梯),住家用,840309,148.73,4,2,2,有,有,無,16000,108,無,0,0,
前金區,房地(土地+建物),213,商,1050627,土地2建物2車位0,全,4,透天厝,,461231,614.3,0,0,0,無,無,無,110000,179,無,0,0,
鼓山區,建物,0,商,1050608,土地0建物1車位0,二十二層,23,住宅大樓(11層含以上有電梯),住家用,921202,200.72,3,2,2,有,無,有,31000,154,無,0,0,
鼓山區,房地(土地+建物)+車位,18.02,住,1050628,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,921128,139.72,3,2,2,有,無,有,22000,157,坡道平面,24.05,0,
苓雅區,房地(土地+建物),4.8,住,1050604,土地1建物1車位0,四層,35,住宅大樓(11層含以上有電梯),住家用,860421,113.28,3,2,2,有,有,有,12000,106,無,0,0,
苓雅區,房地(土地+建物),72,商,1050618,土地1建物1車位0,全,3,透天厝,,600810,161.24,3,2,3,有,無,有,18000,112,無,0,0,
三民區,房地(土地+建物),31.4,商,1050619,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),,630611,118.49,4,2,2,有,無,有,16500,139,無,0,0,
左營區,房地(土地+建物),12.34,住,1050601,土地1建物1車位0,三層,11,店面(店鋪),住商用,840123,65.71,2,2,2,有,無,無,17000,259,無,0,0,
左營區,房地(土地+建物),6.47,住,1050601,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,870804,75.97,2,1,1,有,有,有,12000,158,無,0,0,
左營區,房地(土地+建物),8.21,商,1050601,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,1030327,113.34,2,1,1,有,有,有,18000,159,無,0,0,
左營區,建物,0,住,1050601,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,1030227,173.1,3,2,2,有,無,無,27244,157,無,0,0,
鳳山區,房地(土地+建物),66,住,1050620,土地1建物1車位0,全,2,透天厝,住商用,620415,38.95,0,1,1,有,無,無,10000,257,無,0,0,
鳳山區,房地(土地+建物),24.51,住,1050614,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,850111,86.8,3,2,2,有,有,有,10000,115,無,0,0,
鳳山區,房地(土地+建物),50.32,住,1050630,土地1建物1車位0,一層,15,店面(店鋪),住家用,830112,354.21,0,0,0,無,有,無,41000,116,無,0,0,租賃範圍1~3樓
仁武區,房地(土地+建物),71.25,住,1050628,土地1建物1車位0,全,3,透天厝,住家用,860423,108.83,5,2,3,有,無,有,18000,165,無,0,0,
路竹區,房地(土地+建物),62.8,住,1050630,土地1建物1車位0,二層,2,店面(店鋪),住家用,790410,12.6,1,0,1,有,無,有,6000,476,無,0,0,
苓雅區,建物,57.98,商,1050627,土地0建物1車位0,全,3,透天厝,,590818,151.14,0,0,0,無,無,有,20000,132,無,0,0,
新興區,建物,0,商,1050630,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,960413,85.56,2,1,1,有,有,有,25500,298,無,0,0,
苓雅區,建物,61,住,1050623,土地0建物1車位0,全,3,透天厝,,591212,54.31,4,2,2,有,無,無,8000,147,無,0,0,
苓雅區,房地(土地+建物),24,商,1050623,土地1建物1車位0,全,5,透天厝,,701207,87.26,0,0,0,無,無,無,18000,206,無,0,0,
鼓山區,房地(土地+建物),92.7,住,1050628,土地1建物1車位0,全,5,透天厝,住商用,960720,80.29,0,0,0,無,無,無,17000,212,無,0,0,
前金區,房地(土地+建物),213,商,1050627,土地2建物2車位0,全,4,透天厝,,461231,614.3,6,4,3,有,無,無,110000,179,無,0,0,
三民區,房地(土地+建物),108,商,1050623,土地1建物1車位0,全,5,透天厝,住商用,960607,317.54,6,2,5,有,無,有,52000,164,無,0,0,
三民區,房地(土地+建物),24.76,商,1050629,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住商用,850126,68.57,3,2,3,有,有,無,27000,394,無,0,0,
三民區,建物,35.4,住,1050623,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),,700112,99.3,4,1,2,有,無,無,6000,60,無,0,0,
三民區,房地(土地+建物),46,商,1050629,土地1建物1車位0,全,3,透天厝,住商用,430502,130.52,4,2,4,有,無,無,20000,153,無,0,0,
三民區,房地(土地+建物),28.46,住,1050607,土地1建物1車位0,五層,6,華廈(10層含以下有電梯),,670218,103.94,3,2,2,有,有,無,11000,106,無,0,0,
苓雅區,建物,0,商,1050627,土地0建物1車位0,二十四層,35,住宅大樓(11層含以上有電梯),住家用,860421,122.35,3,2,2,有,有,有,13500,110,無,0,0,
苓雅區,房地(土地+建物),86,商,1050620,土地1建物1車位0,全,3,透天厝,住商用,591109,74.95,0,0,1,有,無,無,20000,267,無,0,0,
苓雅區,房地(土地+建物),13.8,住,1050630,土地1建物1車位0,全,5,透天厝,,770502,47.23,0,0,0,無,無,無,10000,212,無,0,0,
岡山區,房地(土地+建物),76,住,1050628,土地1建物1車位0,全,4,透天厝,住商用,1020329,237.92,4,4,4,有,無,無,28000,118,無,0,0,
前鎮區,房地(土地+建物),47,住,1050603,土地1建物1車位0,全,4,透天厝,住家用,600628,35.47,1,1,1,有,無,有,6000,169,無,0,0,
鳳山區,房地(土地+建物),67,住,1050630,土地1建物1車位0,一層,2,店面(店鋪),住商用,620615,102.97,0,0,0,無,無,無,9000,87,無,0,0,
楠梓區,房地(土地+建物)+車位,6133,住,1050701,土地1建物1車位1,一層,19,住宅大樓(11層含以上有電梯),住家用,850112,101.32,4,2,2,有,無,無,12000,118,坡道機械,42.69,0,
左營區,房地(土地+建物),23.05,商,1050601,土地1建物1車位0,三十層,35,住宅大樓(11層含以上有電梯),住家用,1031210,355.79,3,2,3,有,無,無,40700,114,無,0,0,
前鎮區,房地(土地+建物),16.48,住,1050630,土地1建物1車位0,四層,10,住宅大樓(11層含以上有電梯),住家用,941028,110.6,2,2,1,有,無,有,19000,172,無,0,0,
新興區,房地(土地+建物),123,商,1050701,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,691014,18.76,1,0,1,有,無,有,5000,267,無,0,0,公寓型分租套房
新興區,房地(土地+建物),123,商,1050630,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,691014,18.76,1,0,1,有,無,有,4500,240,無,0,0,公寓型分租套房
三民區,房地(土地+建物),32.93,住,1050630,土地1建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住商用,831124,237.11,2,2,3,有,有,無,18700,79,無,0,0,店面(1+2+3樓)，租金含稅。
鼓山區,房地(土地+建物)+車位,16.12,住,1050627,土地1建物1車位1,十四層,19,住宅大樓(11層含以上有電梯),住家用,1000120,139.99,2,2,1,有,有,無,17000,121,坡道平面,33.09,0,
鼓山區,房地(土地+建物)+車位,13.64,住,1050701,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,1011107,122.44,2,1,1,有,無,有,23500,192,坡道機械,17.35,0,
新興區,房地(土地+建物),4.74,住,1050702,土地1建物1車位0,七層,12,套房(1房1廳1衛),,720505,45.56,1,1,1,有,無,有,8000,176,無,0,0,租金含管理費
前鎮區,建物,0,,1050702,土地0建物1車位0,二十一層,27,住宅大樓(11層含以上有電梯),住家用,841212,154.43,4,2,2,有,無,無,17000,110,無,0,0,
前鎮區,建物,75.8,商,1050607,土地0建物1車位0,二十三層,27,住宅大樓(11層含以上有電梯),住家用,960509,91.11,2,2,2,有,有,有,23000,252,無,0,0,含管理費
左營區,房地(土地+建物)+車位,34.08,住,1050601,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,940131,243.38,3,2,2,有,有,有,30000,123,坡道平面,34.81,0,
左營區,房地(土地+建物)+車位,10.26,住,1050601,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,940520,90.72,2,2,1,有,有,有,20000,220,坡道機械,8.94,0,
左營區,房地(土地+建物),127,住,1050601,土地1建物1車位0,全,4,透天厝,住商用,950328,279.16,5,3,4,有,無,無,30000,107,無,0,0,
左營區,房地(土地+建物)+車位,32.11,住,1050601,土地1建物1車位1,七層,16,住宅大樓(11層含以上有電梯),住家用,800809,179.29,4,2,2,有,有,無,15000,84,坡道平面,0,0,
前金區,房地(土地+建物),27.19,商,1050701,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),,760127,127.31,4,2,2,有,無,有,11000,86,無,0,0,
三民區,建物,0,住,1050606,土地0建物1車位0,六層,8,住宅大樓(11層含以上有電梯),住家用,840321,152.75,4,2,2,有,有,有,15000,98,無,0,0,
三民區,房地(土地+建物),15.72,住,1050702,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住商用,830119,125.4,2,1,2,有,無,有,28000,223,無,0,0,租賃層次:一層+二層
苓雅區,房地(土地+建物),69,住,1050629,土地1建物1車位0,全,5,透天厝,,770502,292.22,6,2,5,有,無,無,26000,89,無,0,0,
前鎮區,建物,0,商,1050628,土地0建物1車位0,十一層,39,住宅大樓(11層含以上有電梯),住家用,880209,65.73,2,1,1,有,有,有,10000,152,無,0,0,
前鎮區,房地(土地+建物),26.9,住,1050705,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,710630,77.54,3,2,2,有,無,無,12000,155,無,0,0,
前鎮區,房地(土地+建物),13.52,商,1050704,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,960109,151.09,3,2,2,有,有,有,21000,139,無,0,0,
小港區,房地(土地+建物),237,住,1050630,土地1建物1車位0,全,5,透天厝,,720430,129.81,0,0,0,無,無,無,18000,139,無,0,0,只承租一樓。
